title,img,latestChapter,rating,src,id,titleId,description,authors,genres,lastUpdated,views
Interpreter Of The Outer Gods,/mangaimage/manga-qk993619.jpg,Chapter 15,4.68,/manga/manga-qk993619,manga-qk993619,Interpreter Of The Outer Gods,"Interpreter of the Outer Gods: Dissatisfied with the power of the strongest god Azathoth, the seven gods joined forces to betray Azathoth.After seizing the right to rule the continent of Shumulias, they worked together to eliminate the existing record of Azathoth.Unwilling to be resigned, the soul of Azathoth drifted to the earth and found Xu San, a man who was oppressed although he had wisdom but no force.Appreciating Xu San's actions and believing that he can help his revenge, Azathoth signed a contract with Xu San, allowing Xu San to become his own interpreter, combining force and wisdom, and launching revenge against the betrayed Seven Gods!",汇聚点漫画,Action|Drama|Fantasy|Shounen|Manhua,2023-03-29 02:30,984500.0
Cyborg 009,/mangaimage/manga-jj951366.jpg,Chapter 114 : Sugar Pyramid,4.7,/manga/manga-jj951366,manga-jj951366,Cyborg 009,"From TokyoPop (based on volume 1):

The World at the Brink of Self-Annihilation

The nuclear age has brought with it the arms race, which has led to the advent of weapons powerful enough to destroy the world itself several times over. Unwilling to take the plunge into Armageddon, the world powers, in league with a group known only as the Black Ghost, have developed super soldiers known as the Cyborgs, designed to fight the wars of the world in space. Unfortunately, the Black Ghost didn't ask the Cyborgs how they felt about their role in the new world order.

This classic work from manga legend Shotaro Ishinomori (Masked Rider) not only told a thrilling tale set against a backdrop of Cold War tensions, but it also helped define the genre of super team stories such as Battle of the Planets, Voltron, and The Power Rangers.",Ishinomori Shotaro,Action|Adventure|Comedy|Cooking|Doujinshi|Drama|Fantasy|Gender bender|Harem|Historical|Horror|Josei|Martial arts|Mature|Mecha|Medical|Mystery|One shot|Psychological|Romance|School life|Sci fi|Seinen|Shoujo|Shoujo ai|Shounen|Shounen ai|Slice of life|Smut|Sports|Supernatural|Tragedy|Webtoons|Yaoi|Yuri|Manhwa|Manhua|Isekai|Pornographic|Erotica,2022-05-15 09:22,983600.0
Soloist Of The Prison,/mangaimage/manga-dq980699.jpg,Vol.2 Chapter 10,4.83,/manga/manga-dq980699,manga-dq980699,Soloist Of The Prison,"In a prison so big that it is called a city, all sorts of criminals have been amassed. Due to the inescapable walls, the population only continues to grow. Within are a pair of siblings - a young girl and a recently born boy. What will be their fate in this desolate, cold city...? A story of hope and struggle begins.",Moriya Shiro,Action|Drama|Psychological|Seinen|Tragedy,2019-03-04 11:19,981800.0
Deku & Bakugo: Rising,/mangaimage/manga-gf983940.jpg,Chapter 2,4.72,/manga/manga-gf983940,manga-gf983940,Deku & Bakugo: Rising,"A special 2-parter spin-off of My Hero Academia focusing on Deku and Bakugo during their second year in middle school that will act as tie-in to Heroes: Rising. Written and illustrated by Yoco Akiyama, author of the Melissa Shield one-shot titled ""Kitto Daremo ga Dareka no Hero"" (Everyone is Surely Someone's Hero) and the Watashi no Hero Academia 4-koma spin-off and fully supervised by Kohei Horikoshi, author of the original series.",Yoco Akiyama,Action|School life,2019-12-24 21:05,980100.0
Dragon Tofu,/mangaimage/manga-ka988235.jpg,Chapter 38: Ninjas Vs Samurais Part 4,4.18,/manga/manga-ka988235,manga-ka988235,Dragon Tofu,"Toshiki and Kazu Fujiwara are brothers who live an ordinary life in an ordinary world working as insurance salesmen. While Toshiki is content with this salaryman life, Kazu strives to be part of a Guild: a registered group of individuals who hunt artifacts and capture criminals. After finishing up a quest, they begin to unravel the truth: that everything is not as normal as it once seemed.Author's InstagramAuthor's TwitterAuthor's Pixiv",Ryan Watanabe,Action|Adventure|Comedy|Sci fi,2024-03-24 05:20,98900.0
Starlight Wizards,/mangaimage/manga-ft982802.jpg,Vol.1 Chapter 11,4.71,/manga/manga-ft982802,manga-ft982802,Starlight Wizards,"Starlight Wizards summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Starlight Wizards. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Ritsu Takagi,Action|Comedy|Fantasy|Shounen|Sports|Supernatural,2019-08-29 13:24,98800.0
Satan From Beyond The Sky,/mangaimage/manga-vn961296.jpg,Chapter 3 : Lonely Expert,5.0,/manga/manga-vn961296,manga-vn961296,Satan From Beyond The Sky,"From Null: Satan from Beyond the Sky is a Chinese comic by Shao Jie. Satan is in command of an infamous assassination team, Hell. Di Wu Tian is the Master of Peaceful Manor, possessing a mysterious power. These two heroes lead so different lives, yet they have more in common than one would expect. What does Fate have in store for them? Please read to find out!",Shao Jie,Action,2016-01-20 08:51,98700.0
Qyootie Q -Qilin Girl's Courtship-,/mangaimage/manga-rc995137.jpg,Chapter 2,4.54,/manga/manga-rc995137,manga-rc995137,Qyootie Q -Qilin Girl's Courtship-,"Kuchiba, a good looking girl feared for her fiery personality, decides that she's not going to get into any more fights now that she's a high school student.However, on her very first day of school, she gets caught up in a scrap with a girl named Qisha, one of the ""werefolk"", who considers her an enemy because of a misunderstanding. Werefolk are a rare type of demihuman, with only 30,000 living in Japan, and Qisha has heard that Kuchiba has been busy bullying them.Because of that, she challenges Kuchiba to a duel, but...",Shio Butter,Action|Comedy|Fantasy|Romance|School life,2023-04-16 06:22,98700.0
Battling Emperor,/mangaimage/manga-ks987801.jpg,Chapter 1,4.43,/manga/manga-ks987801,manga-ks987801,Battling Emperor,What rises will eventually fall. That goodwill eventually is broken. Everything under the sun is false. I came from the darkness with,二次元动漫,Action,2021-01-30 13:34,98600.0
Gray (Lujun Kazekaoru),/mangaimage/manga-yv975804.jpg,Chapter 1,4.6,/manga/manga-yv975804,manga-yv975804,Gray (Lujun Kazekaoru),The light shines in the darkness and the darkness did not overcome it.,Lujun Kazekaoru,Action|Drama|Yaoi,2017-04-11 00:45,98600.0
Shinbuki,/mangaimage/manga-ob965810.jpg,Chapter 1 : Tensaiji,4.8,/manga/manga-ob965810,manga-ob965810,Shinbuki,"Souma Kenichi is in a bit of a pickle. A group of thugs has cornered him on the side of the road and seem very intent on his life. Desperately fighting them off with the longsword he can summon at will, he is saved when a famous teacher of the Miyazaki School and his student intervene on Souma's behalf.Confused but grateful, Souma learns that the sword he wields is called a ""shinbuki"", or true weapon. Stronger than any steel blade, a shinbuki is created by channeling inner energy into your surroundings and materializing it into a weapon. Normally, learning to wield these supernatural weapons takes years of training under a master. However, a coveted few like Souma are born with the ability to wield shinbuki at birth, and master its use at a startling rate. These rare prodigies are called ""Tensaiji"".Hunted by a mysterious organization intent on eliminating him before he can become a threat, Souma has little choice but to accept his benefactor's offer of free admission into the Miyazaki School.Note : This manga read from Left to Right",Asamiya,Action|Adventure|Comedy|Harem|School life|Shounen|Supernatural,2016-01-21 10:38,98600.0
Akuma No Kagi To Shoujo No Raison D'etre,/mangaimage/manga-po952923.jpg,Chapter 3,4.5,/manga/manga-po952923,manga-po952923,Akuma No Kagi To Shoujo No Raison D'etre,"One day, Natsuto found a loli near his house and it turns out she's a Holy Loli that is in a mission to eradicate the demons that escape from the Chaos Realms and as well as find the Key that can summon demons.Source: (Kisu KMS)",Uguisu Kagura,Action|Fantasy|Shounen|Supernatural,2016-01-20 07:42,98600.0
Ninja Slayer Setsu,/mangaimage/manga-do954323.jpg,Chapter 1 : Read Online,5.0,/manga/manga-do954323,manga-do954323,Ninja Slayer Setsu,"Ninja... Ninja were... merciless demi-gods, ruling Japan with their karate in the age of ninja tranquility. But, some committed a forbidden form of hara-kiri storing their souls at Kinkaku Temple for future resurrection. Their lost history was falsified and concealed and the truth about these ninja was long forgotten. Now, in the future where the universalization of cynbernetic technology and electronic networks are God, suddenly, sinister ninja souls, resurrected from thousands of years past are unleashed on the dark shadows of Neo-Saitama. Fujikido Kenji, is a salaryman whose wife and child were killed in a ninja turf war. In a brush with his own death, Fujikido is possessed by an enigmatic ninja soul. Fujikido cheats death and becomes Ninja Slayer. A Grim Reaper destined to kill evil ninja, committed to a personal war of vengeance. Set in the dystopian underworld of Neo-Saitama, Ninja Slayer takes on Soukai Syndicate ninjas in mortal combat.Onther manga:",Bradley Bond,Action|Comedy|Doujinshi|Drama|Mature|Sci fi|Shounen|Supernatural,2016-01-20 11:32,98500.0
Blade Of The Phantom Master,/mangaimage/manga-ur998152.jpg,Chapter 14,4.67,/manga/manga-ur998152,manga-ur998152,Blade Of The Phantom Master,"""What is about to happen is mere coincidence. Never dream for such miracle to reoccur."" After the ancient kingdom ‘Jyushin’ has perished, the only surviving secret royal inspector Munsu travels about the world, judging the evil.    Link:  (https://www.animenewsnetwork.com/encyclopedia/anime.php?id=5182) (anime)",Youn In-Wan,Action|Adventure|Drama|Fantasy|Historical|Tragedy,2023-09-25 18:07,98500.0
Alicia Y,/mangaimage/manga-vl998846.jpg,Vol.1 Chapter 13.2: Alicia Y 20Th Anniversary Bonus Comic,4.63,/manga/manga-vl998846,manga-vl998846,Alicia Y,"Alicia Y summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Alicia Y. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Gotoh Juan,Action|Supernatural,2023-11-20 02:13,98300.0
High School Fleet: Maidens Of Loreley,/mangaimage/manga-di980565.jpg,Vol.1 Chapter 2,4.38,/manga/manga-di980565,manga-di980565,High School Fleet: Maidens Of Loreley,"The manga spinoff featuring Mina from the TV Anime ""High School Fleet."" The story of Mina who joined the members of the Harekaze as well as her friends from the Admiral Graf Spee.",Tsuchii,Action|Seinen,2019-01-05 08:52,98100.0
The Actress: Sweet Sponsor’S Seduction,/mangaimage/manga-ig986341.jpg,Chapter 47,4.12,/manga/manga-ig986341,manga-ig986341,The Actress: Sweet Sponsor’S Seduction,"Ha-young’s Daddy Long Legs, Gong Ji-hoon. Korea’s top celebrity Gong Ian. Ha-young, who came to Seoul in pursuit of her dream, agrees to live with the two brothers under the same roof until she makes it as an actress…",최경아/mr Blue,Action|Romance|Webtoons,2020-09-16 23:48,98100.0
Jikuu Tenshou Nazca,/mangaimage/manga-pw966679.jpg,Vol.2 Chapter 8 : Towards The New Day On The Other Side Of The Light,5.0,/manga/manga-pw966679,manga-pw966679,Jikuu Tenshou Nazca,"From Storm in Heaven:Kyoji is a troubled boy who found peace thanks to his sensei, Tate, and the teachings of kendo. But during a kendo competition, Kyoji sees his master transform into an Inca warrior with eyes full of wrath. The two of them awaken the souls of ancient warriors within them, and start down the road toward repeating the same series of events that occurred in their past lives.",Himekawa Akira,Action|Historical|Shounen,2016-01-21 12:13,97000.0
Suberu O Itowazu,/mangaimage/manga-bn956696.jpg,Vol.1 Chapter 7.5,5.0,/manga/manga-bn956696,manga-bn956696,Suberu O Itowazu,"A collection of seven short stories and a collection of color pages from Rokudenashi Blues from Morita Masanori's career.- Suberu o Itowazu (Setting Up to Fail)A story of two stand-up comedians preparing to participate in a school festival.- Bachi-Atari RockThe pilot oneshot that would eventually lead to the creation of the one volume series under the same name, Bachi-Atari Rock.- Let's Spend The Night TogetherThe story of Tatsumi Shindo, a wrestler coming from a Yakuza family. While he has no interest of having the life of a Yakuza, Tatsumi is stuck having his matches watch by his father and the rest of the yakuza and scaring his opponents. He hopes to be able to prove himself as a strong wrestler and not someone whose family intimidates the opponent.- Jumpin' Jack Flash- Synchronicity- Mysterious Kid- Stay Here",Morita Masanori,Action|Comedy|Drama|School life|Seinen|Shounen|Slice of life|Sports,2016-01-20 09:58,97000.0
